session_id,item_id
11,214821275
11,214821275
11,214821371
11,214821371
11,214821371
11,214717089
11,214563337
11,214706462
11,214717436
11,214743335
11,214826837
11,214819762
12,214717867
12,214717867
21,214838503
21,214838503
21,214838503
21,214838503
21,214838503
21,214548744
33,214834865
33,214571188
33,214571188
33,214571188
33,214820225
33,214820225
33,214820225
33,214820225
33,214820225
33,214820225
33,214820225
33,214820225
33,214706441
33,214706441
33,214706441
33,214706441
46,214716932
46,214716932
46,214716932
46,214716932
46,214716932
46,214716932
87,214652220
87,214840483
87,214840483
87,214717286
87,214558807
87,214821300
87,214826908
87,214826908
87,214826908
87,214554637
87,214819430
87,214819430
87,214826837
87,214826837
87,214820392
87,214820392
87,214586694
87,214819376
87,214553844
87,214601229
87,214555500
87,214695127
87,214819760
87,214717850
87,214718385
87,214743369
87,214743369
103,214748293
103,214748293
138,214594633
138,214594592
138,214601010
138,214601010
138,214601015
138,214594592
138,214594592
181,214820231
181,214820231
182,214535621
182,214535621
189,214613865
189,214613865
189,214613870
197,214774685
197,214774685
197,214839997
197,214839313
197,214774685
216,214821277
216,214821277
253,214743341
253,214743341
253,214743341
253,214837820
253,214837764
253,214837762
253,214837749
253,214709685
253,214839257
253,214716341
253,214685152
253,214685152
253,214544945
253,214544936
277,214836958
277,214537826
277,214836958
277,214536577
277,214836958
277,214836958
277,214580790
277,214580790
277,214579749
277,214537856
277,214512152
277,214836960
277,214836960
277,214612760
291,214684513
291,214839373
291,214684513
291,214684513
293,214826705
293,214826705
293,214820383
293,214826803
293,214826803
293,214821285
293,214821285
293,214821285
293,214821285
319,214600625
319,214600625
319,214600625
324,214835760
324,214587785
324,214840599
324,214835760
324,214835585
324,214833802
324,214833800
324,214832730
324,214587800
324,214833802
324,214833802
324,214538030
324,214584939
333,214827062
333,214827062
367,214821290
367,214821290
382,214534852
382,214534852
396,214826801
396,214651670
396,214744265
408,214594680
408,214594680
432,214833782
432,214687742
432,214709807
432,214717757
432,214833782
432,214709807
432,214717730
432,214709807
432,214709807
432,214709807
449,214832557
449,214832559
449,214832559
449,214832557
449,214821020
449,214718169
449,214821022
449,214819552
449,214718203
449,214821017
449,214833802
449,214821030
484,214691428
484,214691428
484,214691428
484,214691390
484,214691293
484,214836761
507,214717498
507,214821024
507,214567005
507,214567005
536,214832557
536,214832557
536,214832557
536,214832559
536,214832559
536,214832557
536,214832557
536,214821024
536,214821024
536,214821022
536,214821022
556,214826803
556,214826803
556,214821277
556,214821277
556,214821285
556,214826801
593,214821290
593,214585395
593,214826705
602,214819562
602,214819562
612,214753507
612,214753507
612,214753507
612,214753507
612,214753507
612,214753507
612,214753507
618,214821390
618,214718203
618,214821015
618,214821022
618,214821015
618,214718203
618,214718203
636,214684513
636,214684513
651,214716932
651,214581427
651,214639149
651,214718117
651,214690845
651,214711952
651,214714732
651,214716932
651,214716930
651,214716935
651,214716930
651,214716932
651,214716930
651,214716930
651,214716932
651,214716930
651,214544327
651,214838833
651,214838833
651,214710294
651,214554510
651,214516033
651,214712270
651,214516033
651,214677440
651,214516031
651,214709597
651,214712017
656,214717007
656,214716928
656,214832655
656,214716984
656,214832657
656,214832657
656,214717007
656,214832657
656,214832657
664,214643045
664,214643045
664,214546102
664,214829312
664,214684115
664,214839997
664,214746386
664,214546121
669,214551917
669,214551917
669,214551917
688,214586983
688,214840762
692,214684730
692,214684730
708,214586711
708,214687642
708,214586711
708,214586711
714,214532072
714,214839313
714,214839313
714,214839995
714,214839995
714,214839999
714,214839999
714,214839313
714,214636517
714,214565512
714,214565512
728,214821277
728,214821277
737,214835578
737,214536392
737,214833800
